,titre,marque,modele,annee,kilometrage,boite_vitesse,carburant,prix
9,JAGUAR E-PACE,JAGUAR,1.5 PHEV 309 R-DYNAMIC SE,2022,48 778 km,Automatique,Hybrides,54 350 €
10,JAGUAR F-PACE,JAGUAR,3.0 V6 300 R-SPORT,2017,158 055 km,Automatique,Diesel,34 420 €
11,JAGUAR XKR-S II phase 2,JAGUAR,5.0 V8 550 R-S,2014,48 510 km,Automatique,Essence,64 990 €
12,JAGUAR F-PACE,JAGUAR,5.0 V8 550 SVR,2020,41 785 km,Automatique,Essence,78 730 €
13,JAGUAR F-PACE,JAGUAR,2.0 180 R-SPORT,2019,100 595 km,Automatique,Diesel,30 690 €
14,JAGUAR F-PACE,JAGUAR,2.0 240 PRESTIGE,2019,116 510 km,Automatique,Diesel,38 720 €
15,JAGUAR F-PACE,JAGUAR,3.0 V6 300 PORTFOLIO,2018,165 880 km,Automatique,Diesel,32 360 €
16,JAGUAR XK CABRIOLET,JAGUAR,4.2 V8 416 PORTFOLIO,2009,42 375 km,Automatique,Essence,51 860 €
0,JAGUAR F-TYPE COUPE phase 2,JAGUAR,2.0 300,2019,85 206 km,Automatique,Essence,51 590 €
1,JAGUAR XF II,JAGUAR,2.0 180 PRESTIGE,2019,91 085 km,Automatique,Diesel,32 730 €
2,JAGUAR F-PACE,JAGUAR,2.0 180 R-SPORT,2020,111 238 km,Automatique,Diesel,42 470 €
3,JAGUAR F-TYPE COUPE phase 2,JAGUAR,3.0 V6 340 R-DYNAMIC,2020,36 000 km,Automatique,Essence,73 780 €
4,JAGUAR F-PACE,JAGUAR,3.0 V6 300 R-SPORT,2020,49 560 km,Automatique,Diesel,54 770 €
5,JAGUAR I-PACE,JAGUAR,400ch 90kWh SE,2020,39 446 km,Automatique,Électrique,64 000 €
6,JAGUAR XKR II,JAGUAR,4.2 420,2008,94 245 km,Automatique,Essence,36 610 €
7,JAGUAR XE,JAGUAR,2.0 180 R-SPORT,2019,59 052 km,Automatique,Diesel,33 860 €
8,JAGUAR E-PACE,JAGUAR,2.0 P250 249 PREMIERE EDITION,2018,53 252 km,Automatique,Essence,40 580 €
9,JAGUAR E-PACE,JAGUAR,1.5 PHEV 309 R-DYNAMIC SE,2022,48 778 km,Automatique,Hybrides,54 350 €
10,JAGUAR F-PACE,JAGUAR,3.0 V6 300 R-SPORT,2017,158 055 km,Automatique,Diesel,34 420 €
11,JAGUAR XKR-S II phase 2,JAGUAR,5.0 V8 550 R-S,2014,48 510 km,Automatique,Essence,64 990 €
12,JAGUAR F-PACE,JAGUAR,5.0 V8 550 SVR,2020,41 785 km,Automatique,Essence,78 730 €
13,JAGUAR F-PACE,JAGUAR,2.0 180 R-SPORT,2019,100 595 km,Automatique,Diesel,30 690 €
14,JAGUAR F-PACE,JAGUAR,2.0 240 PRESTIGE,2019,116 510 km,Automatique,Diesel,38 720 €
15,JAGUAR F-PACE,JAGUAR,3.0 V6 300 PORTFOLIO,2018,165 880 km,Automatique,Diesel,32 360 €
16,JAGUAR XK CABRIOLET,JAGUAR,4.2 V8 416 PORTFOLIO,2009,42 375 km,Automatique,Essence,51 860 €
0,JAGUAR F-PACE phase 2,JAGUAR,2.0 P400E 400 R-DYNAMIC SE,2023,14 000 km,Automatique,Hybrides,83 880 €
1,JAGUAR F-PACE,JAGUAR,5.0 V8 550 SVR,2020,58 049 km,Automatique,Essence,88 780 €
2,JAGUAR XE,JAGUAR,2.0 180 R-SPORT,2018,191 625 km,Automatique,Diesel,23 710 €
3,JAGUAR E-PACE phase 2,JAGUAR,2.0 P200 200 SE,2022,12 100 km,Automatique,Bicarburation essence bioéthanol,49 480 €
4,JAGUAR E-PACE phase 2,JAGUAR,1.5 PHEV 300 R-DYNAMIC SE,2023,16 256 km,Automatique,Hybrides,65 290 €
5,JAGUAR F-TYPE COUPE phase 2,JAGUAR,2.0 300,2019,78 625 km,Automatique,Essence,52 630 €
6,JAGUAR I-PACE,JAGUAR,400ch 90kWh HSE,2024,5 500 km,Automatique,Électrique,106 590 €
7,JAGUAR E-PACE,JAGUAR,2.0 D150 150 R-DYNAMIC SE,2020,72 801 km,Automatique,Diesel,34 860 €
8,JAGUAR E-PACE,JAGUAR,2.0 D180 180 R-DYNAMIC,2019,124 233 km,Automatique,Diesel,31 300 €
9,JAGUAR E-PACE,JAGUAR,2.0 D150 150 R-DYNAMIC S,2020,120 990 km,Automatique,Diesel,30 960 €
10,JAGUAR E-PACE,JAGUAR,2.0 D150 150 BUSINESS,2020,105 288 km,Manuelle,Diesel,25 590 €
11,JAGUAR F-PACE,JAGUAR,(2) 5.0 SVR 550 AWD LE MANS EDITION 1988,2024,545 km,Automatique,Essence,190 750 €
12,JAGUAR F-PACE,JAGUAR,2.0 180 PRESTIGE LIMITED,2020,167 393 km,Automatique,Diesel,32 480 €
13,JAGUAR I-PACE,JAGUAR,400ch 90kWh SE,2022,14 762 km,Automatique,Électrique,69 410 €
14,JAGUAR F-TYPE phase 2,JAGUAR,2.0 300 R-DYNAMIC,2019,14 300 km,Automatique,Essence,74 690 €
15,JAGUAR E-PACE,JAGUAR,2.0 D150 150 R-DYNAMIC,2020,77 337 km,Automatique,Diesel,36 500 €
16,JAGUAR F-PACE,JAGUAR,2.0 180 R-SPORT,2017,114 932 km,Automatique,Diesel,34 790 €
0,JAGUAR F-PACE phase 2,JAGUAR,2.0 P400E 400 R-DYNAMIC SE,2023,9 520 km,Automatique,Hybrides,89 130 €
1,JAGUAR I-PACE,JAGUAR,400ch 90kWh SE,2020,67 730 km,Automatique,Électrique,46 750 €
2,JAGUAR F-TYPE COUPE,JAGUAR,5.0 V8 550 R,2017,43 790 km,Automatique,Essence,84 690 €
3,JAGUAR F-PACE,JAGUAR,5.0 V8 550 SVR,2020,52 714 km,Automatique,Essence,90 280 €
4,JAGUAR XE,JAGUAR,2.0 D 240 PRESTIGE LIMITED AWD AUTO,2020,87 867 km,Automatique,Diesel,32 870 €
5,JAGUAR F-PACE phase 2,JAGUAR,2.0 P400E 404 R-DYNAMIC SE,2023,28 687 km,Automatique,Hybrides,100 240 €
6,JAGUAR I-PACE,JAGUAR,400ch 90kWh HSE,2019,41 087 km,Automatique,Électrique,48 600 €
7,JAGUAR X-TYPE,JAGUAR,2.5 V6 197 SPORT,2004,93 280 km,Automatique,Essence,9 530 €
8,JAGUAR F-PACE phase 2,JAGUAR,2.0 P400E 400 R-DYNAMIC SE,2023,18 136 km,Automatique,Hybrides,87 870 €
9,JAGUAR XK COUPE,JAGUAR,4.2 V8 305,2007,65 000 km,Automatique,Essence,43 620 €
10,JAGUAR E-PACE,JAGUAR,2.0 D180 180 S,2019,100 397 km,Automatique,Diesel,27 800 €
11,JAGUAR XE,JAGUAR,2.0 180 PRESTIGE,2017,95 325 km,Automatique,Diesel,25 700 €
12,JAGUAR E-PACE,JAGUAR,2.0 D180 180 R-DYNAMIC SE,2020,84 378 km,Automatique,Diesel,43 020 €
13,JAGUAR I-PACE,JAGUAR,400ch 90kWh HSE,2021,25 955 km,Automatique,Électrique,58 270 €
14,JAGUAR XKR II,JAGUAR,4.2 420,2008,127 119 km,Automatique,Essence,33 580 €
15,JAGUAR F-PACE,JAGUAR,3.0 V6 380 S,2017,64 555 km,Automatique,Essence,54 890 €
16,JAGUAR E-PACE,JAGUAR,2.0 D240 240 R-DYNAMIC SE,2020,72 306 km,Automatique,Diesel,43 170 €
0,JAGUAR F-PACE,JAGUAR,2.0 180 R-SPORT,2020,57 230 km,Automatique,Diesel,50 620 €
1,JAGUAR F-PACE phase 2,JAGUAR,2.0 P400E 400 R-DYNAMIC SE,2023,11 803 km,Automatique,Hybrides,90 460 €
2,JAGUAR F-TYPE COUPE phase 3,JAGUAR,5.0 V8 450 75,2024,590 km,Automatique,Essence,159 180 €
3,JAGUAR XJ 2,JAGUAR,BVA 3.0 D V6 STOP/START LUXE PREMIUM,2013,109 430 km,Automatique,Diesel,28 730 €
4,JAGUAR F-TYPE COUPE phase 2,JAGUAR,3.0 V6 340,2019,41 531 km,Automatique,Essence,62 950 €
5,JAGUAR XJ II,JAGUAR,3.0 DIESEL 300 PORTFOLIO,2020,93 285 km,Automatique,Diesel,49 410 €
6,JAGUAR F-PACE phase 2,JAGUAR,2.0 P400E 400 R-DYNAMIC BLACK,2023,12 300 km,Automatique,Hybrides,110 570 €
7,JAGUAR E-PACE,JAGUAR,2.0 D150 150 R-DYNAMIC S,2020,102 269 km,Automatique,Diesel,29 970 €
8,JAGUAR F-PACE,JAGUAR,3.0 V6 300 R-SPORT,2017,348 000 km,Automatique,Diesel,23 180 €
9,JAGUAR F-PACE,JAGUAR,2.0 180 R-SPORT,2019,90 894 km,Automatique,Diesel,35 270 €
10,JAGUAR XF II SPORTBRAKE phase 2,JAGUAR,2.0 240 BUSINESS SPORT,2018,68 229 km,Automatique,Diesel,29 380 €
11,JAGUAR E-PACE,JAGUAR,2.0 D180 180 R-DYNAMIC HSE,2019,93 544 km,Automatique,Diesel,38 590 €
12,JAGUAR F-PACE,JAGUAR,2.0 180 PORTFOLIO,2019,114 970 km,Automatique,Diesel,30 500 €
13,JAGUAR F-TYPE COUPE phase 2,JAGUAR,2.0 300,2019,85 206 km,Automatique,Essence,51 590 €
14,JAGUAR F-TYPE COUPE phase 2,JAGUAR,5.0 V8 575 SVR,2019,14 017 km,Automatique,Essence,106 890 €
15,JAGUAR F-PACE phase 2,JAGUAR,2.0 P400E 404 R-DYNAMIC SE,2023,10 897 km,Automatique,Hybrides,92 950 €
16,JAGUAR XK COUPE,JAGUAR,3.5 V8 258,2010,173 240 km,Automatique,Essence,26 160 €
0,JAGUAR F-TYPE COUPE phase 2,JAGUAR,2.0 300,2019,85 206 km,Automatique,Essence,51 590 €
1,JAGUAR F-PACE phase 2,JAGUAR,2.0 P400E 400 R-DYNAMIC SE,2023,9 520 km,Automatique,Hybrides,89 130 €
2,JAGUAR XE,JAGUAR,2.0 180 PORTFOLIO,2016,79 706 km,Automatique,Diesel,26 310 €
3,JAGUAR F-TYPE,JAGUAR,3.0 V6 380 S,2016,84 828 km,Automatique,Essence,54 480 €
4,JAGUAR XE,JAGUAR,2.0 200 R-SPORT,2020,95 724 km,Automatique,Essence,33 120 €
5,JAGUAR F-PACE phase 2,JAGUAR,2.0 P400E 400 R-DYNAMIC SE,2024,9 075 km,Automatique,Hybrides,108 770 €
6,JAGUAR F-PACE,JAGUAR,2.0 180 PRESTIGE,2018,79 747 km,Automatique,Diesel,31 060 €
7,JAGUAR F-PACE phase 2,JAGUAR,2.0 P400E 400 R-DYNAMIC SE,2023,14 000 km,Automatique,Hybrides,83 880 €
8,JAGUAR E-PACE,JAGUAR,2.0 D150 150 R-DYNAMIC SE,2020,114 652 km,Automatique,Diesel,33 780 €
9,JAGUAR F-TYPE COUPE,JAGUAR,5.0 V8 550 R,2016,81 151 km,Automatique,Essence,67 780 €
10,JAGUAR I-PACE,JAGUAR,400ch 90kWh HSE,2020,57 192 km,Automatique,Électrique,54 840 €
11,JAGUAR XF II SPORTBRAKE phase 2,JAGUAR,2.0 MHEV 204 R-DYNAMIC SE,2022,27 097 km,Automatique,Diesel,62 030 €
12,JAGUAR E-PACE phase 2,JAGUAR,1.5 PHEV 300 R-DYNAMIC BLACK,2024,9 900 km,Automatique,Hybrides,67 650 €
13,JAGUAR XE,JAGUAR,2.0 200 PORTFOLIO,2016,36 173 km,Automatique,Essence,26 300 €
14,JAGUAR E-PACE phase 2,JAGUAR,1.5 PHEV 300 R-DYNAMIC HSE,2024,3 180 km,Automatique,Hybrides,71 970 €
15,JAGUAR TYPE E COUPE,JAGUAR,4.2 265,1970,14 944 km,Manuelle,Essence,74 690 €
16,JAGUAR E-PACE,JAGUAR,2.0 D150 150 R-DYNAMIC S,2021,44 422 km,Manuelle,Diesel,32 340 €
0,JAGUAR F-PACE phase 2,JAGUAR,2.0 P400E 400 R-DYNAMIC SE,2023,14 000 km,Automatique,Hybrides,83 880 €
1,JAGUAR E-PACE,JAGUAR,2.0 D180 180 STANDARD,2019,57 443 km,Automatique,Diesel,35 950 €
2,JAGUAR XE phase 2,JAGUAR,2.0 MHEV 204 R-DYNAMIC SE,2024,10 600 km,Automatique,Diesel,62 430 €
3,JAGUAR F-PACE,JAGUAR,2.0 180 R-SPORT,2019,176 760 km,Automatique,Diesel,29 980 €
4,JAGUAR I-PACE,JAGUAR,400ch 90kWh HSE,2020,41 775 km,Automatique,Électrique,50 380 €
5,JAGUAR F-PACE,JAGUAR,2.0 180 R-SPORT,2019,122 451 km,Automatique,Diesel,28 860 €
6,JAGUAR E-PACE phase 2,JAGUAR,2.0 P200 200 R-DYNAMIC SE,2024,6 000 km,Automatique,Bicarburation essence bioéthanol,59 880 €
7,JAGUAR E-PACE,JAGUAR,2.0 D150 150 R-DYNAMIC SE,2021,44 054 km,Automatique,Diesel,43 100 €
8,JAGUAR F-PACE,JAGUAR,2.0 180 R-SPORT,2020,57 230 km,Automatique,Diesel,50 620 €
9,JAGUAR E-PACE phase 2,JAGUAR,2.0 MHEV 204 R-DYNAMIC SE,2022,30 678 km,Automatique,Diesel,60 570 €
10,JAGUAR XE phase 2,JAGUAR,2.0 D180 180 R-DYNAMIC BUSINESS S,2021,46 800 km,Automatique,Diesel,42 920 €
11,JAGUAR XE,JAGUAR,3.0 V6 340 S,2016,45 666 km,Automatique,Essence,46 000 €
12,JAGUAR F-TYPE,JAGUAR,5.0 V8 495 S,2014,62 996 km,Automatique,Essence,67 710 €
13,JAGUAR E-PACE,JAGUAR,2.0 D240 240 R-DYNAMIC SE,2019,82 544 km,Automatique,Diesel,39 980 €
14,JAGUAR XF II,JAGUAR,3.0 V6 300 R-SPORT,2016,105 576 km,Automatique,Diesel,33 730 €
15,JAGUAR F-PACE,JAGUAR,2.0 240 R-SPORT,2021,18 631 km,Automatique,Diesel,60 630 €
16,JAGUAR F-PACE phase 2,JAGUAR,2.0 P400E 404 R-DYNAMIC S,2022,67 049 km,Automatique,Hybrides,67 070 €
0,JAGUAR F-PACE phase 2,JAGUAR,2.0 P400E 400 R-DYNAMIC SE,2023,9 520 km,Automatique,Hybrides,89 130 €
1,JAGUAR XE phase 2,JAGUAR,2.0 D180 180 SE R-DYNAMIC,2021,81 668 km,Automatique,Diesel,32 050 €
2,JAGUAR E-PACE phase 2,JAGUAR,2.0 MHEV 204 R-DYNAMIC SE,2023,6 765 km,Automatique,Diesel,72 440 €
3,JAGUAR I-PACE,JAGUAR,400ch 90kWh HSE,2019,35 820 km,Automatique,Électrique,53 390 €
4,JAGUAR E-PACE,JAGUAR,2.0 D150 150 R-DYNAMIC S,2019,71 874 km,Automatique,Diesel,32 740 €
5,JAGUAR S-TYPE,JAGUAR,2.7 BI-TURBO 207 CLASSIQUE,2005,211 926 km,Automatique,Diesel,9 120 €
6,JAGUAR F-PACE,JAGUAR,3.0 V6 300 R-SPORT,2020,50 652 km,Automatique,Diesel,50 650 €
7,JAGUAR XE,JAGUAR,2.0 200 PORTFOLIO,2016,37 057 km,Automatique,Essence,27 010 €
8,JAGUAR F-TYPE COUPE,JAGUAR,3.0 V6 380 BRITISH DESIGN EDITION,2017,89 664 km,Automatique,Essence,60 280 €
9,JAGUAR E-PACE,JAGUAR,2.0 D150 150 STANDARD,2021,142 080 km,Manuelle,Diesel,23 850 €
10,JAGUAR F-PACE,JAGUAR,5.0 V8 550 SVR,2020,34 560 km,Automatique,Essence,103 550 €
11,JAGUAR F-PACE,JAGUAR,2.0 180 R-SPORT,2018,41 639 km,Automatique,Diesel,38 740 €
12,JAGUAR F-PACE,JAGUAR,2.0 180 PORTFOLIO,2018,95 582 km,Automatique,Diesel,29 270 €
13,JAGUAR F-TYPE,JAGUAR,3.0 V6 380 S,2014,43 999 km,Automatique,Essence,61 460 €
14,JAGUAR F-TYPE phase 2,JAGUAR,2.0 300 R-DYNAMIC,2019,24 610 km,Automatique,Essence,53 480 €
15,JAGUAR E-PACE phase 2,JAGUAR,2.0 MHEV 204 SE,2022,14 068 km,Automatique,Diesel,65 420 €
16,JAGUAR F-PACE,JAGUAR,2.0 180 PRESTIGE,2018,116 817 km,Automatique,Diesel,29 880 €
0,JAGUAR F-PACE,JAGUAR,2.0 180 R-SPORT,2020,57 230 km,Automatique,Diesel,50 620 €
1,JAGUAR I-PACE,JAGUAR,400ch 90kWh HSE,2024,590 km,Automatique,Électrique,126 140 €
2,JAGUAR E-PACE phase 2,JAGUAR,1.5 PHEV 300 R-DYNAMIC HSE,2024,5 850 km,Automatique,Hybrides,79 440 €
3,JAGUAR XK COUPE,JAGUAR,4.2 V8 305,2009,87 479 km,Automatique,Essence,31 010 €
4,JAGUAR XJ12,JAGUAR,5.3 260 HE,1990,161 924 km,Automatique,Essence,18 220 €
5,JAGUAR E-PACE,JAGUAR,2.0 D150 150 R-DYNAMIC SE,2021,38 280 km,Automatique,Diesel,42 320 €
6,JAGUAR F-PACE,JAGUAR,3.0 V6 300 S,2017,94 046 km,Automatique,Diesel,47 080 €
7,JAGUAR F-PACE,JAGUAR,2.0 250 R-SPORT,2021,42 336 km,Automatique,Essence,48 490 €
8,JAGUAR F-PACE phase 2,JAGUAR,2.0 P400E 400 R-DYNAMIC SE,2023,22 400 km,Automatique,Hybrides,91 720 €
9,JAGUAR F-TYPE COUPE phase 3,JAGUAR,5.0 V8 450 R-DYNAMIC,2022,22 288 km,Automatique,Essence,111 880 €
10,JAGUAR F-PACE phase 2,JAGUAR,2.0 P400E 400 R-DYNAMIC SE,2024,5 250 km,Automatique,Hybrides,89 140 €
11,JAGUAR F-PACE,JAGUAR,2.0 180 R-SPORT,2020,83 976 km,Automatique,Diesel,43 050 €
12,JAGUAR F-TYPE,JAGUAR,5.0 V8 495 S,2014,64 779 km,Automatique,Essence,72 100 €
13,JAGUAR I-PACE,JAGUAR,320ch 90kWh S,2021,11 235 km,Automatique,Électrique,49 110 €
14,JAGUAR XF,JAGUAR,4.2 V8 416,2009,55 696 km,Automatique,Essence,28 980 €
15,JAGUAR F-PACE,JAGUAR,2.0 180 R-SPORT,2018,113 678 km,Automatique,Diesel,31 570 €
16,JAGUAR XJS CABRIOLET,JAGUAR,5.3 V12,1991,128 100 km,Automatique,Essence,22 570 €
0,JAGUAR F-TYPE COUPE phase 2,JAGUAR,2.0 300,2019,85 206 km,Automatique,Essence,51 590 €
1,JAGUAR E-PACE phase 2,JAGUAR,2.0 P200 200 R-DYNAMIC HSE,2024,12 km,Automatique,Bicarburation essence bioéthanol,82 100 €
2,JAGUAR F-PACE phase 2,JAGUAR,2.0 MHEV 204 R-DYNAMIC SE,2024,6 608 km,Automatique,Diesel,99 560 €
3,JAGUAR E-PACE,JAGUAR,2.0 D150 150 R-DYNAMIC BUSINESS,2019,56 376 km,Manuelle,Diesel,32 360 €
4,JAGUAR XF II phase 2,JAGUAR,2.0 MHEV 204 R-DYNAMIC HSE,2022,142 143 km,Automatique,Diesel,38 480 €
5,JAGUAR I-PACE,JAGUAR,320ch 90kWh S,2021,52 640 km,Automatique,Électrique,50 280 €
6,JAGUAR XJ12,JAGUAR,5.3 260 HE,1990,167 998 km,Automatique,Essence,18 080 €
7,JAGUAR F-TYPE COUPE phase 3,JAGUAR,5.0 V8 575 R,2024,113 km,Automatique,Essence,190 850 €
8,JAGUAR F-TYPE phase 2,JAGUAR,3.0 V6 380 R-DYNAMIC,2020,16 004 km,Automatique,Essence,103 570 €
9,JAGUAR E-PACE,JAGUAR,2.0 D150 150 STANDARD,2020,61 800 km,Manuelle,Diesel,35 880 €
10,JAGUAR F-PACE,JAGUAR,2.0 180 R-SPORT,2018,90 949 km,Automatique,Diesel,38 060 €
11,JAGUAR F-PACE phase 2,JAGUAR,2.0 P400E 404 R-DYNAMIC S,2022,38 413 km,Automatique,Hybrides,74 790 €
12,JAGUAR XK8 COUPE,JAGUAR,4.0 294,1998,208 097 km,Automatique,Essence,17 530 €
13,JAGUAR F-PACE,JAGUAR,BVA8 V6 3.0 D 300 S 4X4,2020,55 322 km,Automatique,Diesel,47 680 €
14,JAGUAR F-PACE phase 2,JAGUAR,2.0 P400E 404 S,2022,41 760 km,Automatique,Hybrides,78 860 €
15,JAGUAR XE,JAGUAR,2.0 200 PORTFOLIO,2017,54 349 km,Automatique,Essence,30 130 €
16,JAGUAR XK ROADSTER,JAGUAR,ROADSTER 120,1955,86 344 km,Manuelle,Essence,117 720 €
0,JAGUAR F-PACE phase 2,JAGUAR,2.0 P400E 400 R-DYNAMIC SE,2023,14 000 km,Automatique,Hybrides,83 880 €
1,JAGUAR XE,JAGUAR,2.0 240 R-SPORT,2018,102 350 km,Automatique,Diesel,32 080 €
2,JAGUAR F-PACE,JAGUAR,BVA8 V6 3.0 D 300 S 4X4,2020,64 717 km,Automatique,Diesel,55 780 €
3,JAGUAR E-PACE,JAGUAR,2.0 D150 150 BUSINESS,2020,91 466 km,Manuelle,Diesel,32 460 €
4,JAGUAR XK ROADSTER,JAGUAR,150 ROADSTER,1960,87 740 km,Manuelle,Essence,127 330 €
5,JAGUAR XF II,JAGUAR,2.0 180 R-SPORT,2018,168 190 km,Automatique,Diesel,24 070 €
6,JAGUAR X-TYPE,JAGUAR,2.5 196 EXCELLENCE,2003,84 530 km,Manuelle,Essence,7 470 €
7,JAGUAR I-PACE,JAGUAR,EV400 AWD HSE,2021,11 km,Automatique,Électrique,61 980 €
8,JAGUAR F-PACE,JAGUAR,5.0 V8 550 SVR,2020,60 988 km,Automatique,Essence,89 130 €
9,JAGUAR E-PACE,JAGUAR,2.0 D150 150 S,2019,100 747 km,Manuelle,Diesel,27 180 €
10,JAGUAR XKR II,JAGUAR,4.2 420,2008,174 400 km,Automatique,Essence,29 410 €
11,JAGUAR DAIMLER phase 2,JAGUAR,4.0 V8 294,2001,120 360 km,Automatique,Essence,23 580 €
12,JAGUAR F-PACE,JAGUAR,3.0 V6 300 PRESTIGE LIMITED,2017,78 309 km,Automatique,Diesel,39 430 €
13,JAGUAR E-PACE,JAGUAR,2.0 D150 150 R-DYNAMIC BUSINESS,2019,80 504 km,Automatique,Diesel,34 140 €
14,JAGUAR F-PACE phase 2,JAGUAR,2.0 P400E 400,2023,58 km,Automatique,Hybrides,96 160 €
15,JAGUAR F-TYPE,JAGUAR,3.0 V6 340,2014,62 184 km,Automatique,Essence,54 430 €
16,JAGUAR E-PACE,JAGUAR,2.0 D180 180 R-DYNAMIC S,2019,42 105 km,Automatique,Diesel,35 590 €
0,JAGUAR F-PACE phase 2,JAGUAR,2.0 P400E 400 R-DYNAMIC SE,2023,9 520 km,Automatique,Hybrides,89 130 €
1,JAGUAR E-PACE,JAGUAR,2.0 D180 180 R-DYNAMIC,2019,126 374 km,Automatique,Diesel,31 840 €
2,JAGUAR I-PACE,JAGUAR,400ch 90kWh SE,2020,26 297 km,Automatique,Électrique,51 010 €
3,JAGUAR XE,JAGUAR,2.0 240 PRESTIGE LIMITED,2018,100 912 km,Automatique,Diesel,26 390 €
4,JAGUAR XF phase 2,JAGUAR,2.0 240 LUXE PREMIUM,2015,150 053 km,Automatique,Essence,22 580 €
5,JAGUAR E-PACE phase 2,JAGUAR,1.5 PHEV 300 R-DYNAMIC SE,2024,60 km,Automatique,Hybrides,81 300 €
6,JAGUAR XF II,JAGUAR,3.0 V6 300 PRESTIGE,2016,81 506 km,Automatique,Diesel,32 480 €
7,JAGUAR E-PACE,JAGUAR,2.0 P250 249 R-DYNAMIC HSE,2019,111 900 km,Automatique,Essence,39 180 €
8,JAGUAR F-PACE,JAGUAR,3.0 V6 300 R-SPORT,2017,198 900 km,Automatique,Diesel,30 400 €
9,JAGUAR F-PACE,JAGUAR,2.0 180 PRESTIGE,2018,104 467 km,Automatique,Diesel,35 580 €
10,JAGUAR XE,JAGUAR,2.0 180 PRESTIGE,2016,108 560 km,Automatique,Diesel,22 400 €
11,JAGUAR F-PACE phase 2,JAGUAR,2.0 MHEV 204 R-DYNAMIC SE,2022,50 071 km,Automatique,Diesel,58 740 €
12,JAGUAR X-TYPE,JAGUAR,2.5 V6 197 SPORT COLLECTION,2004,167 922 km,Manuelle,Essence,7 960 €
13,JAGUAR F-PACE,JAGUAR,2.0 180 R-SPORT,2017,114 832 km,Manuelle,Diesel,23 520 €
14,JAGUAR F-PACE,JAGUAR,2.0 180 BLACK LIMITED,2019,77 040 km,Automatique,Diesel,35 290 €
15,JAGUAR F-TYPE COUPE,JAGUAR,5.0 V8 550 R,2015,63 706 km,Automatique,Essence,78 280 €
16,JAGUAR F-PACE phase 2,JAGUAR,2.0 P400E 400 SE,2023,55 km,Automatique,Hybrides,89 270 €
0,JEEP RENEGADE,JEEP,1.6 MJET 95 ASPEN,2019,100 007 km,Manuelle,Diesel,19 990 €
1,JEEP RENEGADE phase 2,JEEP,1.0 GSE 120 LIMITED,2021,58 005 km,Manuelle,Essence,23 770 €
2,JEEP COMPASS II,JEEP,2.0 MJET 170 LIMITED,2018,111 933 km,Automatique,Diesel,23 930 €
3,JEEP GRAND CHEROKEE 4,JEEP,V L SUMMIT 3.6 BVA8,2022,17 km,Automatique,Essence,135 480 €
4,JEEP COMPASS II phase 2,JEEP,1.3 PHEV 190 LIMITED,2022,67 894 km,Automatique,Hybrides,34 450 €
5,JEEP GLADIATOR,JEEP,3.0 V6 264 OVERLAND,2022,54 625 km,Automatique,Diesel,71 280 €
6,JEEP WRANGLER III,JEEP,2.8 CRD 200 ARCTIC,2013,57 133 km,Automatique,Diesel,48 780 €
7,JEEP COMPASS II,JEEP,1.6 MJET 120 LIMITED,2019,68 588 km,Manuelle,Diesel,19 240 €
8,JEEP COMPASS II phase 2,JEEP,1.3 PHEV 240 UPLAND,2024,12 km,Automatique,Hybrides,54 800 €
9,JEEP RENEGADE,JEEP,2.0 MULTIJET 140 LIMITED ADVANCED TECHNOLOGIES,2015,158 853 km,Automatique,Diesel,17 580 €
10,JEEP COMPASS II,JEEP,1.6 MJET 120 BASKET SERIES WITH LNB,2020,72 690 km,Manuelle,Diesel,24 990 €
11,JEEP RENEGADE phase 2,JEEP,1.6 MULTIJET 120 LONGITUDE,2020,41 350 km,Manuelle,Diesel,20 600 €
12,JEEP RENEGADE,JEEP,1.6 MULTIJET 120 BROOKLYN LIMITED,2019,62 461 km,Manuelle,Diesel,23 480 €
13,JEEP WRANGLER,JEEP,4.2L 6 CYLINDRES BLANCHE ISLAND EDITION,1991,165 000 km,Manuelle,Essence,21 980 €
14,JEEP RENEGADE,JEEP,1.6 MULTIJET 120 LIMITED,2019,87 989 km,Manuelle,Diesel,18 670 €
15,JEEP RENEGADE,JEEP,LIMITED 1.0 TURBO 120CH MANUELLE,2023,26 972 km,Manuelle,Essence,27 180 €
16,JEEP RENEGADE,JEEP,1.6 MULTIJET 130 4X2 LIMITED PHASE 2,2023,107 km,Manuelle,Diesel,33 450 €
0,JEEP RENEGADE,JEEP,1.6 MJET 95 ASPEN,2019,100 007 km,Manuelle,Diesel,19 990 €
1,JEEP RENEGADE phase 2,JEEP,1.0 GSE 120 LIMITED,2021,58 005 km,Manuelle,Essence,23 770 €
2,JEEP COMPASS II,JEEP,2.0 MJET 170 LIMITED,2018,111 933 km,Automatique,Diesel,23 930 €
3,JEEP GRAND CHEROKEE 4,JEEP,V L SUMMIT 3.6 BVA8,2022,17 km,Automatique,Essence,135 480 €
4,JEEP COMPASS II phase 2,JEEP,1.3 PHEV 190 LIMITED,2022,67 894 km,Automatique,Hybrides,34 450 €
5,JEEP GLADIATOR,JEEP,3.0 V6 264 OVERLAND,2022,54 625 km,Automatique,Diesel,71 280 €
6,JEEP WRANGLER III,JEEP,2.8 CRD 200 ARCTIC,2013,57 133 km,Automatique,Diesel,48 780 €
7,JEEP COMPASS II,JEEP,1.6 MJET 120 LIMITED,2019,68 588 km,Manuelle,Diesel,19 240 €
